car,model,price,body,mileage,engV,engType,PurchaseYear,drive,PurchaseMonth
Lexus,LX 470,27500,crossover,150,4.7,Gas,2005,full,Jul
Volkswagen,Passat B6,10750,vagon,217,2,Diesel,2008,full,Aug
Daewoo,Matiz,3950,hatch,36,0.8,Petrol,2011,front,Sep
Tesla,Model S,58000,sedan,8,0.6,Other,2013,front,Oct
BMW,X5,63500,crossover,33,3,Petrol,2015,full,Nov
Lexus,LX 570,57800,crossover,60,5.7,Petrol,2011,full,Dec
Renault,Kangoo ãðóç.,6800,van,131,1.5,Diesel,2013,front,Jan
Tesla,Model S,59000,sedan,30,0.6,Other,2013,rear,Feb
Nissan,Qashqai,19000,crossover,70,1.6,Petrol,2012,front,Mar
Toyota,Camry,14700,sedan,131,3.5,Gas,2007,front,Apr
Smart,Fortwo,10700,other,23,1,Petrol,2014,rear,May
Mercedes-Benz,S 500,41900,sedan,95,6.2,Petrol,2011,full,Jun
Lexus,GS 300,6000,sedan,350,3,Petrol,1996,rear,Jul
Toyota,Land Cruiser Prado,23000,other,211,4,Gas,2007,full,Aug
Mazda,626,2700,other,450,2,Gas,1989,front,Sep
Hyundai,Getz,6200,hatch,121,1.4,Gas,2008,front,Oct
Toyota,Rav 4,28900,crossover,20,2.5,Petrol,2013,full,Nov
Volkswagen,Jetta,19100,sedan,4,1.6,Other,2016,front,Dec
BMW,525,1500,sedan,270,2.5,Diesel,1992,rear,Jan
Renault,Megane,5400,vagon,181,1.5,Diesel,2010,front,Feb
Nissan,Leaf,15700,hatch,22,0.11,Other,2013,front,Mar
BMW,X5,26900,crossover,170,3,Diesel,2008,full,Apr
Volkswagen,Touran,10600,van,120,2,Diesel,2007,front,May
Honda,Accord,16777,sedan,77,2.4,Petrol,2011,front,Jun
Mitsubishi,Pajero Wagon,16900,crossover,126,3,Gas,2008,full,Jul
BMW,328,8500,other,265,2.8,Gas,1998,rear,Aug
Mitsubishi,Lancer,7200,sedan,83,1.6,Other,2007,front,Sep
Volkswagen,Caddy ãðóç.,8599,van,169,1.6,Diesel,2011,front,Oct
BMW,323,6400,other,220,2.5,Petrol,1997,rear,Nov
Ford,Fiesta,6450,hatch,150,1.4,Petrol,2007,front,Dec
Audi,A8,3600,sedan,374,2.5,Diesel,2001,full,Jan
Chevrolet,Lacetti,5999,sedan,121,1.6,Petrol,2008,front,Feb
Mazda,6,25000,sedan,122,2,Other,2016,front,Mar
Ford,Fiesta,6450,hatch,149,1.4,Petrol,2007,front,Apr
Land Rover,Range Rover,47500,crossover,63,4.4,Diesel,2012,full,May
Subaru,Legacy,10500,sedan,125,2,Petrol,2007,full,Jun
BMW,528,28900,sedan,78,2,Petrol,2012,rear,Jul
Toyota,Land Cruiser Prado,15500,crossover,165,2.7,Gas,2005,full,Aug
Nissan,Juke,15656.589,crossover,39,1.6,Petrol,2016,front,Sep
Opel,Omega,6700,sedan,335,2.5,Gas,1998,rear,Oct
Tesla,Model S,159600,sedan,7,0.6,Other,2016,rear,Nov
Peugeot,407,6000,sedan,171,2,Petrol,2006,front,Dec
Nissan,Primera,6700,sedan,80,1.8,Petrol,2003,front,Jan
Lexus,IS 250,15000,sedan,147,2.5,Other,2007,rear,Feb
Nissan,Qashqai,16800,crossover,70,2,Petrol,2013,front,Mar
Land Rover,Range Rover,99000,crossover,50,4.4,Diesel,2013,full,Apr
Mercedes-Benz,E-Class,6999,sedan,288,3.2,Gas,2001,rear,May
Land Rover,Range Rover,52000,crossover,70,4.4,Diesel,2012,full,Jun
Porsche,911,60000,other,11,3.8,Petrol,2010,rear,Jul
Mercedes-Benz,V 250,72700,van,42,2.2,Diesel,2014,full,Aug
Opel,Omega,4200,sedan,290,2,Petrol,1997,rear,Sep
Mazda,6,6800,hatch,208,2,Petrol,2003,front,Oct
Mercedes-Benz,S 500,13500,sedan,317,5,Petrol,2001,rear,Nov
Volkswagen,Touran,11000,vagon,210,1.9,Diesel,2008,front,Dec
Subaru,Forester,17000,crossover,28,2,Petrol,2010,full,Jan
Toyota,Land Cruiser 200,39000,crossover,88,4.5,Diesel,2009,full,Feb
Mercedes-Benz,G 500,53500,crossover,46,5.5,Petrol,2008,full,Mar
Toyota,Camry,28999,sedan,86,3.5,Petrol,2013,front,Apr
Honda,Accord,13700,sedan,120,3.5,Petrol,2008,front,May
BMW,520,42000,sedan,5,2,Petrol,2016,rear,Jun
Subaru,Legacy,12200,other,103,2,Diesel,2009,full,Jul
Hyundai,IX35,25600,crossover,94,2,Diesel,2013,full,Aug
Volkswagen,Passat B6,12000,sedan,186,3.2,Petrol,2006,full,Sep
Audi,A6,2850,vagon,280,2.5,Diesel,1999,front,Oct
Subaru,Forester,9700,crossover,230,2.5,Gas,2006,full,Nov
Chevrolet,Lacetti,8800,sedan,110,1.6,Gas,2013,full,Dec
Volkswagen,Caddy ãðóç.,8900,other,180,1.9,Diesel,2010,front,Jan
Land Rover,Range Rover,169900,crossover,80.5,4.4,Diesel,2016,full,Feb
BMW,550,75555,sedan,30,4.4,Petrol,2014,full,Mar
Land Rover,Range Rover,95555,crossover,60,4.4,Diesel,2014,full,Apr
BMW,520,42900,sedan,2,2,Petrol,2016,rear,May
Opel,Astra H,10950,sedan,44,1.6,Gas,2012,front,Jun
Mazda,626,2800,hatch,100,2,Petrol,1992,front,Jul
Land Rover,Range Rover Sport,79450,other,62,3.75,Diesel,2016,full,Aug
Subaru,Legacy,8400,sedan,170,3,Petrol,2004,full,Sep
Toyota,Camry,12900,sedan,177,2.4,Gas,2009,front,Oct
Toyota,Corolla,8900,sedan,115,1.6,Petrol,2008,front,Nov
Ford,Mondeo,2500,sedan,313,1.6,Petrol,1993,front,Dec
Renault,Kangoo ãðóç.,9500,vagon,78,1.5,Diesel,2014,front,Jan
Opel,Astra H,6800,vagon,170,1.3,Diesel,2006,front,Feb
BMW,X5,26999,crossover,180,4.8,Gas,2008,full,Mar
Renault,Kangoo ãðóç.,7250,van,83,3.18,Other,2013,front,Apr
Toyota,Camry,27700,sedan,21,2.5,Petrol,2015,front,May
Subaru,Forester,29500,crossover,134,2.5,Petrol,2015,full,Jun
Renault,Kangoo ãðóç.,5300,van,145,1.5,Other,2010,front,Jul
Toyota,Corolla,9100,sedan,151,1.6,Gas,2007,front,Aug
Subaru,Forester,14300,crossover,110,2.5,Petrol,2008,full,Sep
Ford,Kuga,14999,crossover,79,2.5,Petrol,2013,full,Oct
BMW,523,6500,sedan,298,2.5,Petrol,1998,rear,Nov
Renault,Kangoo ãðóç.,6600,van,134,1.5,Diesel,2011,front,Dec
Chevrolet,Lacetti,5450,sedan,242,1.6,Gas,2004,front,Jan
Audi,Q7,23800,crossover,205,4.2,Gas,2007,full,Feb
Toyota,Rav 4,20859.15,crossover,1,2,Petrol,2016,front,Mar
Volkswagen,Touran,33700,van,11,1.4,Petrol,2016,front,Apr
Volkswagen,Jetta,13000,sedan,140,2,Petrol,2006,front,May
Nissan,Murano,13300,crossover,127,3.5,Gas,2007,full,Jun
Land Rover,Range Rover,44000,crossover,99,5,Petrol,2010,full,Jul
Hyundai,Santa FE,39900,crossover,96,2.2,Diesel,2016,full,Aug
Volkswagen,Passat B7,19000,sedan,109,1.8,Petrol,2012,front,Sep
Ford,Focus,7200,hatch,114,1.4,Gas,2009,front,Oct
Lexus,RX 350,19999,crossover,142,3.5,Gas,2008,full,Nov
Toyota,Camry,32000,sedan,22,2.5,Petrol,2015,front,Dec
BMW,525,2200,sedan,303,2.5,Diesel,1999,rear,Jan
BMW,320,3100,vagon,1,2,Diesel,2002,rear,Feb
Toyota,Land Cruiser Prado,35500,crossover,165,4,Gas,2011,full,Mar
Kia,Rio,11200,sedan,60,1.6,Petrol,2012,front,Apr
BMW,X6,39600,crossover,5,3,Diesel,2016,full,May
Smart,Fortwo,8800,other,26,1,Petrol,2011,rear,Jun
Mitsubishi,Outlander,8000,crossover,220,2.4,Gas,2004,full,Jul
Chevrolet,Lacetti,7800,vagon,142,1.8,Gas,2010,front,Aug
Skoda,Octavia Tour,8500,sedan,149,1.6,Gas,2008,front,Sep
Volkswagen,Passat B7,13499,sedan,162,1.4,Petrol,2012,front,Oct
Smart,Fortwo,4200,other,130,99.99,Petrol,2002,rear,Nov
Volkswagen,Caddy ãðóç.,11500,other,189,2,Diesel,2011,front,Dec
Hyundai,Santa FE,37400,crossover,96,2.2,Diesel,2016,full,Jan
Renault,Trafic ãðóç.,10999,van,207,2,Diesel,2012,front,Feb
Mercedes-Benz,Vito ïàññ.,3500,van,395,2.3,Diesel,1997,front,Mar
Peugeot,308,17895.15,hatch,85.5,1.6,Diesel,2016,front,Apr
Honda,Accord,13950,sedan,143,2,Petrol,2008,rear,May
Mercedes-Benz,S 500,43500,sedan,59,4.6,Petrol,2011,full,Jun
Hyundai,IX35,18900,crossover,145,2,Gas,2011,full,Jul
Chery,Amulet,3500,sedan,83,1.6,Petrol,2008,front,Aug
Lexus,LX 450,123000,crossover,22,4.5,Diesel,2016,full,Sep
Bentley,Continental,85000,other,20,6,Petrol,2008,full,Oct
BMW,528,6899,sedan,240,2.8,Gas,1997,rear,Nov
Volkswagen,Passat CC,23000,sedan,75,2,Petrol,2013,front,Dec
Hyundai,Tucson,10800,crossover,142,2,Diesel,2007,full,Jan
Audi,A6,4850,sedan,270,2.6,Petrol,1995,front,Feb
Audi,A6,16000,sedan,250,2,Diesel,2008,front,Mar
Mercedes-Benz,Vito ïàññ.,7900,other,206,2.2,Diesel,2004,rear,Apr
Infiniti,FX 37,33800,crossover,44,3.7,Petrol,2012,full,May
Ford,Mondeo,8900,sedan,117,2,Petrol,2008,front,Jun
Honda,Accord,9850,sedan,140,2,Petrol,2006,front,Jul
Nissan,Pathfinder,14500,crossover,151,2.5,Diesel,2006,full,Aug
BMW,X5,13700,crossover,270,4.6,Gas,2004,full,Sep
BMW,320,2900,vagon,236,2,Diesel,2001,rear,Oct
Volkswagen,Caddy ãðóç.,8500,other,200,1.6,Diesel,2011,front,Nov
Mazda,CX-7,13500,crossover,69,6.55,Petrol,2008,full,Dec
Honda,Civic,4800,sedan,1,1.6,Petrol,1999,front,Jan
Mercedes-Benz,Vito ïàññ.,13600,van,190,2.2,Diesel,2009,rear,Feb
Nissan,Teana,12300,sedan,115,2.5,Petrol,2009,front,Mar
Smart,Fortwo,2300,hatch,91,0.6,Petrol,2002,rear,Apr
Lexus,LX 570,74777,crossover,63,5.7,Gas,2012,full,May
Honda,Accord,14700,sedan,93,2,Petrol,2009,front,Jun
Mitsubishi,Outlander,9500,crossover,225,2.4,Gas,2004,full,Jul
Daewoo,Lanos,3650,sedan,64,1.4,Petrol,2008,front,Aug
Hyundai,Santa FE,16300,crossover,125,2.7,Gas,2007,full,Sep
Ford,Focus,12000,hatch,44,1,Petrol,2013,front,Oct
Toyota,Corolla,3700,hatch,282,1.4,Petrol,1995,front,Nov
Hyundai,Tucson,10800,crossover,106,2,Gas,2007,full,Dec
BMW,530,10999,sedan,225,3,Diesel,2003,rear,Jan
Mercedes-Benz,GL 550,19950,crossover,63,5.5,Petrol,2011,full,Feb
Land Rover,Range Rover Sport,85900,crossover,60,3,Diesel,2013,full,Mar
Land Rover,Range Rover,39900,crossover,120,5,Petrol,2012,full,Apr
Renault,Kangoo ãðóç.,7899,van,129,1.5,Other,2014,front,May
Toyota,Camry,11700,sedan,131,2.4,Petrol,2007,front,Jun
Volkswagen,Polo,14500,sedan,1,1.6,Other,2016,front,Jul
Mercedes-Benz,CLK 240,15300,other,120,2.6,Petrol,2004,rear,Aug
Mercedes-Benz,G 63 AMG,35500,crossover,99,5,Gas,2005,full,Sep
BMW,528,6500,sedan,335,2.8,Petrol,1996,rear,Oct
Mercedes-Benz,S 500,44000,other,82,5.5,Petrol,2010,full,Nov
Mercedes-Benz,Vito ãðóç.,12000,van,177,2.22,Diesel,2013,rear,Dec
Ford,Focus,10400,hatch,45,1,Petrol,2013,front,Jan
VAZ,2115,3600,sedan,13,1.6,Petrol,2012,front,Feb
Nissan,Leaf,18000,hatch,45,0.56,Other,2013,front,Mar
Nissan,Qashqai,12500,crossover,107,2,Gas,2008,full,Apr
BMW,X5,32500,crossover,152,3,Diesel,2008,full,May
Toyota,Land Cruiser Prado,24000,crossover,73,4,Petrol,2008,full,Jun
Audi,A4,29602.95,sedan,1,1.4,Petrol,2016,front,Jul
Volkswagen,T5 (Transporter) ãðóç,13500,van,124,2,Diesel,2013,front,Aug
Toyota,Rav 4,15500,crossover,146,2.4,Gas,2008,full,Sep
BMW,530,15000,other,205,3,Petrol,2004,rear,Oct
Volvo,S80,23880,sedan,127,3,Petrol,2011,full,Nov
BMW,X5,13900,crossover,184,3,Gas,2004,full,Dec
Nissan,Leaf,15500,hatch,41,0.56,Other,2014,full,Jan
Mercedes-Benz,S 63 AMG,250000,other,6,5.5,Petrol,2016,full,Feb
Nissan,Leaf,15000,hatch,22,0.56,Other,2014,front,Mar
Toyota,Land Cruiser 100,19800,crossover,252,4.2,Diesel,2002,full,Apr
Mercedes-Benz,S 63 AMG,249999,other,3,5.5,Petrol,2016,full,May
Porsche,Cayenne,18500,crossover,200,3.2,Gas,2005,full,Jun
Subaru,Tribeca,10900,crossover,160,3,Petrol,2006,full,Jul
Volkswagen,T5 (Transporter) ïàññ.,10500,van,146,2.5,Diesel,2009,full,Aug
Bentley,Continental,55555,other,45,6,Petrol,2005,full,Sep
VAZ,2115,3300,sedan,200,1.5,Gas,2004,front,Oct
BMW,530,11400,sedan,206,3,Petrol,2003,rear,Nov
Ford,Fiesta,10066.485,hatch,1,1.25,Petrol,2015,front,Dec
Toyota,Camry,20800,sedan,49,3.5,Petrol,2011,front,Jan
Renault,Kangoo ïàññ.,6300,van,73,1.5,Diesel,2008,front,Feb
Mitsubishi,Lancer,2600,other,200,2.4,Petrol,2002,front,Mar
Hyundai,Elantra,21166.665,sedan,66,1.8,Petrol,2015,front,Apr
SsangYong,Kyron,11400,crossover,153,2.09,Diesel,2010,full,May
Toyota,Land Cruiser 100,18400,crossover,160,4.7,Gas,2003,full,Jun
Chevrolet,Lacetti,6700,hatch,88,1.6,Petrol,2009,front,Jul
Volkswagen,Touareg,51900,crossover,30,3,Diesel,2015,full,Aug
Toyota,Camry,8300,sedan,140,3,Petrol,2002,front,Sep
Hyundai,Tucson,11200,crossover,78,2,Petrol,2009,full,Oct
Audi,A6,20500,sedan,155,3,Petrol,2010,full,Nov
Hyundai,Elantra,13800,other,57,1.6,Petrol,2012,front,Dec
Mercedes-Benz,E-Class,16800,other,266,3,Diesel,2007,rear,Jan
Volkswagen,Touareg,37900,crossover,73,3,Diesel,2012,full,Feb
Volkswagen,T4 (Transporter) ïàññ.,8700,other,520,2.5,Diesel,1999,front,Mar
Mercedes-Benz,E-Class,15200,sedan,195,3,Diesel,2007,rear,Apr
Audi,A6,2650,vagon,270,2.5,Diesel,2001,front,May
Toyota,Camry,14500,sedan,127,2.4,Gas,2008,front,Jun
Ford,Fiesta,5700,hatch,190,1.2,Petrol,2008,front,Jul
BMW,530,13500,sedan,233,3,Diesel,2003,rear,Aug
Mercedes-Benz,E-Class,31900,sedan,97,2.2,Diesel,2011,rear,Sep
Mazda,6,11300,sedan,350,2,Other,2003,front,Oct
Mercedes-Benz,E-Class,11800,sedan,167,3.2,Diesel,2003,rear,Nov
Audi,A6,6399,vagon,230,2.5,Diesel,1999,front,Dec
Skoda,Superb,8800,sedan,140,1.8,Petrol,2007,front,Jan
Audi,A6,3800,sedan,270,2.5,Diesel,2000,front,Feb
Mercedes-Benz,E-Class,3550,sedan,274,3.2,Diesel,2002,rear,Mar
Mercedes-Benz,GL 550,39900,crossover,127,5.5,Petrol,2010,full,Apr
Volvo,S80,10200,sedan,143,2.4,Other,2006,front,May
Mitsubishi,Pajero Sport,11700,crossover,197,3,Gas,2006,full,Jun
Ford,Scorpio,1250,hatch,250,2,Petrol,1986,rear,Jul
Volkswagen,Passat CC,20600,sedan,107,1.8,Petrol,2012,front,Aug
Mercedes-Benz,E-Class,9200,sedan,172,2.8,Petrol,1997,rear,Sep
Mercedes-Benz,E-Class,26800,vagon,160,2.2,Diesel,2014,rear,Oct
Land Rover,Range Rover Sport,26700,crossover,171,3.6,Diesel,2008,full,Nov
Volkswagen,Passat B7,25999,sedan,60,1.8,Petrol,2014,front,Dec
Volkswagen,Caddy ãðóç.,7600,van,158,2,Diesel,2009,front,Jan
Hyundai,Elantra,9300,sedan,90,1.6,Petrol,2011,front,Feb
Mercedes-Benz,G 63 AMG,140000,crossover,88,5.46,Petrol,2013,full,Mar
Skoda,Fabia,5200,vagon,175,1.4,Petrol,2004,front,Apr
Ford,Mondeo,19000,sedan,21,2,Petrol,2012,front,May
BMW,Z4,21500,other,72,3,Petrol,2007,rear,Jun
Toyota,FJ Cruiser,24800,crossover,90,4,Petrol,2008,full,Jul
Mercedes-Benz,S 500,46700,sedan,115,5.5,Petrol,2011,full,Aug
Subaru,Legacy,9999,sedan,76,2,Petrol,2008,full,Sep
Ford,Mondeo,19500,hatch,35,2.3,Petrol,2013,front,Oct
BMW,X6,86999,crossover,80,3,Diesel,2016,full,Nov
Toyota,Land Cruiser 200,37600,crossover,126,4.7,Petrol,2008,full,Dec
Kia,Sorento,18700,other,87,2.2,Diesel,2010,full,Jan
BMW,525,2450,sedan,328,2.5,Diesel,1996,rear,Feb
Fiat,Doblo ïàññ.,7800,van,1,1.61,Diesel,2010,front,Mar
Skoda,Octavia A5,12300,other,102,1.8,Petrol,2010,front,Apr
Volkswagen,Passat CC,19900,other,112,2,Petrol,2012,front,May
Porsche,Cayenne,16900,crossover,120,3.2,Petrol,2005,full,Jun
Volkswagen,Passat B7,20900,sedan,82,2,Diesel,2012,front,Jul
Hyundai,Tucson,10500,crossover,120,2.7,Petrol,2006,full,Aug
BMW,Z4,17900,other,98,3,Petrol,2007,rear,Sep
Toyota,Land Cruiser 100,19000,crossover,263,4.2,Diesel,2001,full,Oct
Audi,A6 Allroad,55000,crossover,65,2.99,Diesel,2013,full,Nov
Mercedes-Benz,GLS 350,124999,crossover,180,3,Diesel,2016,full,Dec
Bentley,Continental,222222,other,45,6,Petrol,2015,full,Jan
Renault,Kangoo ïàññ.,7499,van,123,1.5,Diesel,2009,front,Feb
Volkswagen,Passat B6,6500,vagon,101,2,Diesel,2011,front,Mar
Honda,Civic,10999,sedan,130,1.8,Petrol,2007,front,Apr
Subaru,Tribeca,13000,crossover,110,3,Petrol,2006,full,May
Volkswagen,T5 (Transporter) ãðóç,12000,van,207,2,Diesel,2012,front,Jun
Hyundai,Santa FE,28888,crossover,20,2.2,Diesel,2013,full,Jul
Volkswagen,T5 (Transporter) ïàññ.,10500,van,239,2,Diesel,2012,front,Aug
Mercedes-Benz,ML 350,21000,crossover,135,3.5,Petrol,2007,full,Sep
Mercedes-Benz,S 63 AMG,39900,sedan,29,6.3,Petrol,2007,rear,Oct
Mercedes-Benz,220,11000,sedan,319,2.2,Diesel,2003,rear,Nov
Volkswagen,Caddy ãðóç.,10600,van,153,1.6,Diesel,2012,front,Dec
Mercedes-Benz,Vito ïàññ.,12700,van,160,3,Diesel,2007,rear,Jan
Nissan,Leaf,15861,hatch,29,0.56,Other,2014,front,Feb
Renault,Kangoo ãðóç.,6400,van,136,1.5,Diesel,2012,front,Mar
Chevrolet,Niva,4450,crossover,164,1.7,Other,2006,full,Apr
Skoda,Superb,3300,sedan,234,1.8,Petrol,2002,front,May
Renault,Megane,2700,other,160,2,Petrol,2001,front,Jun
Toyota,Land Cruiser 100,16000,crossover,250,4.7,Gas,2001,full,Jul
Audi,A6 Allroad,10500,crossover,1,3,Diesel,2016,full,Aug
Opel,Zafira,12800,van,190,1.7,Diesel,2011,front,Sep
Hyundai,Santa FE,27768.975,crossover,1,2.2,Diesel,2015,front,Oct
Toyota,Land Cruiser 200,37500,crossover,115,5.7,Petrol,2008,full,Nov
Nissan,Qashqai,21303.75,crossover,1,2,Petrol,2015,front,Dec
BMW,X6,39600,crossover,98,3,Petrol,2011,full,Jan
Ford,Scorpio,2050,sedan,200,2.5,Diesel,1996,rear,Feb
Nissan,Leaf,14673,hatch,34,0.56,Other,2013,front,Mar
Kia,Sportage,19600,crossover,80,2,Gas,2013,full,Apr
Chevrolet,Epica,8900,sedan,58,2,Petrol,2012,front,May
BMW,523,30500,sedan,630,2.43,Petrol,2010,rear,Jun
BMW,523,29500,sedan,850,2.43,Petrol,2011,rear,Jul
Nissan,X-Trail,14500,crossover,740,2,Petrol,2008,full,Aug
VAZ,21099,3350,sedan,154,1.6,Gas,2008,front,Sep
Hyundai,Santa FE,11999,sedan,162,2.2,Diesel,2006,full,Oct
Chevrolet,Aveo,4999,sedan,135,1.5,Gas,2008,front,Nov
Volkswagen,Jetta,2450,sedan,200,1.3,Gas,1991,front,Dec
Toyota,Camry,11999,sedan,139,3.5,Petrol,2008,front,Jan
Hyundai,Tucson,9500,crossover,87,2,Gas,2008,full,Feb
Mercedes-Benz,S 500,39900,sedan,84,5.5,Petrol,2011,full,Mar
Nissan,Leaf,14246,hatch,42,0.56,Other,2013,front,Apr
Chevrolet,Lacetti,6300,hatch,81,1.6,Petrol,2009,front,May
Volkswagen,T5 (Transporter) ãðóç,12000,van,196,2,Diesel,2011,front,Jun
BMW,730,33000,sedan,147,3,Diesel,2009,rear,Jul
Hyundai,Santa FE,15999,crossover,87,2.4,Gas,2011,full,Aug
Skoda,Octavia A5,15800,sedan,39,1.8,Petrol,2013,front,Sep
Skoda,Octavia,3400,hatch,220,1.9,Diesel,2002,front,Oct
BMW,640,49900,other,82,3,Petrol,2012,rear,Nov
Hyundai,Tucson,12333,crossover,78,2,Petrol,2009,full,Dec
Skoda,Superb,15500,vagon,112,1.8,Petrol,2011,front,Jan
Volkswagen,Passat B6,9200,sedan,195,2,Petrol,2006,front,Feb
Skoda,Octavia A5,9100,sedan,170,1.6,Petrol,2007,front,Mar
Ford,Mondeo,15999,sedan,67,2,Petrol,2011,front,Apr
Nissan,Qashqai,11800,crossover,140,2,Petrol,2009,full,May
Volkswagen,Jetta,3000,sedan,240,1.8,Petrol,1991,front,Jun
Porsche,Panamera,79900,sedan,29,3,Petrol,2014,full,Jul
Chevrolet,Aveo,5200,sedan,11,1.52,Petrol,2007,front,Aug
Volkswagen,Caddy,10800,other,146,1.6,Diesel,2012,front,Sep
BMW,X5,16800,crossover,250,3,Diesel,2004,full,Oct
Land Rover,Range Rover Sport,19500,crossover,169,4.2,Gas,2007,full,Nov
Opel,Vivaro ïàññ.,15500,van,180,2,Diesel,2010,front,Dec
VAZ,21099,2900,sedan,84,1.6,Petrol,2007,front,Jan
Skoda,Superb,17900,sedan,57,1.4,Petrol,2012,front,Feb
BMW,X5,23999,crossover,194,3,Petrol,2007,full,Mar
Nissan,GT-R,115916.4825,other,1,3.8,Petrol,2016,full,Apr
Mercedes-Benz,S 500,69900,sedan,76,6,Petrol,2010,rear,May
VAZ,2107,3600,sedan,35,1.5,Petrol,2009,rear,Jun
Opel,Astra G,7500,sedan,107,1.4,Petrol,2007,front,Jul
Skoda,Octavia A5,12300,sedan,102,1.6,Petrol,2012,front,Aug
Hyundai,Accent,10200,sedan,59,1.4,Petrol,2012,front,Sep
Nissan,Leaf,15658,hatch,49,0.56,Other,2013,front,Oct
Hyundai,Tucson,9550,crossover,138,2,Gas,2007,front,Nov
Volkswagen,Caddy ãðóç.,9850,van,126,2,Diesel,2012,front,Dec
Opel,Astra G,1850,hatch,316,2,Diesel,1999,front,Jan
Volkswagen,Passat B7,19500,sedan,128,1.8,Petrol,2013,front,Feb
Honda,Civic,5200,other,200,1.7,Gas,2002,front,Mar
Honda,Civic,4000,hatch,260,1.5,Petrol,1999,front,Apr
Mercedes-Benz,ML 350,29000,crossover,139,3.5,Gas,2009,full,May
Volkswagen,LT ïàññ.,15000,other,280,2.8,Diesel,2006,rear,Jun
Toyota,Corolla,10700,sedan,57,1.3,Petrol,2010,front,Jul
Renault,Kangoo ãðóç.,6774.5,van,159,1.5,Diesel,2011,front,Aug
Audi,A6 Allroad,10500,crossover,65,2.99,Diesel,2013,full,Sep
Porsche,Cayenne,51000,crossover,52,3,Diesel,2013,full,Oct
Toyota,Land Cruiser Prado,33715.5,crossover,1,2.7,Petrol,2015,full,Nov
Ford,Mustang GT,13000,other,200,4.6,Gas,1994,rear,Dec
Toyota,Land Cruiser 200,164500,crossover,49.5,4.5,Diesel,2015,full,Jan
Volkswagen,Caddy ãðóç.,8950,van,124,1.6,Diesel,2013,front,Feb
Mitsubishi,Pajero Wagon,18700,crossover,97,3.2,Diesel,2009,full,Mar
Nissan,GT-R,94500,other,18,3.8,Petrol,2014,full,Apr
Audi,A6 Allroad,16999,vagon,140,4.2,Petrol,2007,full,May
Land Rover,Range Rover Sport,92000,crossover,62,5,Petrol,2015,full,Jun
Volkswagen,Multivan,32250,other,142,2.5,Diesel,2007,full,Jul
Mitsubishi,Lancer,5900,sedan,170,1.6,Petrol,2007,front,Aug
ZAZ,Lanos,5950,hatch,12,1.5,Petrol,2015,front,Sep
Nissan,Leaf,19800,hatch,33,0.56,Other,2014,front,Oct
Nissan,Leaf,15444,hatch,61,0.56,Other,2013,front,Nov
Hyundai,Sonata,14900,sedan,74,2.4,Gas,2012,front,Dec
Nissan,Leaf,12850,hatch,30,0.56,Other,2011,front,Jan
Mitsubishi,Lancer X,9300,sedan,95,2,Petrol,2008,front,Feb
Toyota,Land Cruiser Prado,19500,crossover,150,4,Petrol,2005,full,Mar
Citroen,DS5,19000,sedan,123,1.6,Petrol,2013,front,Apr
Lexus,LX 570,43800,crossover,85,5.7,Gas,2009,full,May
Mercedes-Benz,ML 350,32000,crossover,96,3.5,Petrol,2010,full,Jun
Toyota,Corolla,10500,sedan,185,1.6,Petrol,2008,front,Jul
Hyundai,Sonata,33500,sedan,102.5,2.4,Petrol,2016,front,Aug
Opel,Astra G,4600,vagon,180,1.6,Petrol,2000,front,Sep
Chevrolet,Aveo,5200,sedan,126,1.5,Gas,2007,front,Oct
Lexus,LX 570,54500,crossover,118,5.7,Petrol,2010,full,Nov
Renault,Laguna,2150,vagon,199,1.9,Diesel,2003,front,Dec
BMW,318,1650,sedan,270,1.8,Petrol,1995,rear,Jan
BMW,320,3150,sedan,200,2,Diesel,1999,rear,Feb
Mercedes-Benz,S 350,45555,sedan,42,3,Diesel,2011,rear,Mar
Volkswagen,Tiguan,16000,crossover,90,2,Petrol,2011,full,Apr
Hyundai,Grandeur,21900,sedan,110,3,Petrol,2012,front,May
Volkswagen,Caddy ãðóç.,9555,van,152,1.6,Diesel,2012,front,Jun
Volkswagen,Caddy ãðóç.,10777,van,157,1.6,Diesel,2012,front,Jul
Toyota,Land Cruiser 200,65000,crossover,1,4.5,Diesel,2016,full,Aug
Volkswagen,Golf Variant,11000,vagon,171,1.9,Diesel,2009,front,Sep
Audi,A6 Allroad,10500,vagon,182,3,Diesel,2016,full,Oct
Nissan,GT-R,94900,other,18,3.8,Petrol,2013,full,Nov
Volkswagen,Golf VI,12700,hatch,156,1.6,Diesel,2011,front,Dec
Daewoo,Sens,2750,sedan,147,1.3,Petrol,2003,front,Jan
BMW,640,99999,other,12.5,3,Petrol,2016,full,Feb
VAZ,21099,3100,sedan,160,1.5,Petrol,2006,front,Mar
Renault,Symbol,4200,sedan,310,1.4,Petrol,2003,front,Apr
Volkswagen,T6 (Transporter) ïàññ.,17777,van,250,2,Diesel,2010,full,May
Mercedes-Benz,200,3799,sedan,210,2,Petrol,1995,rear,Jun
Nissan,Leaf,16238,hatch,27,0.56,Other,2013,front,Jul
Mercedes-Benz,GLS 350,114999,crossover,180,3,Diesel,2016,full,Aug
Ford,Mondeo,3050,sedan,260,1.6,Gas,1994,front,Sep
Dodge,RAM,16000,other,138,5.7,Gas,2006,full,Oct
